company_name_left,industry_left,headquarters_city_left,company_name_right,industry_right,headquarters_city_right,label
food displays ltd,46180 - agents specialised in the sale of other particular products,,food disco limited,"46170 - agents involved in the sale of food, beverages and tobacco",,0
all about charlie ltd,47190 - other retail sale in non-specialised stores,,all about chairs ltd,47910 - retail sale via mail order houses or via internet,,0
all about doors limited,99999 - dormant company,,all about dogs limited,74990 - non-trading company,,0
all about electrics ltd,43210 - electrical installation,,all about electric services limited,43210 - electrical installation,,0
all about events limited,99999 - dormant company,,all about eve ltd,99999 - dormant company,,0
all about games consulting limited,96090 - other service activities not elsewhere classified,,all about fun.com limited,93290 - other amusement and recreation activities not elsewhere classified,,0
all about hair mildenhall ltd,96020 - hairdressing and other beauty treatment,,all about hair (huddersfield) limited,96020 - hairdressing and other beauty treatment,,0
all about me salon ltd,96020 - hairdressing and other beauty treatment,,all about me limited,96020 - hairdressing and other beauty treatment,,0
all about names limited,47910 - retail sale via mail order houses or via internet,,all about mugs ltd,47910 - retail sale via mail order houses or via internet,,0
all about roofing services limited,43910 - roofing activities,,all about roofing (birmingham) limited,43910 - roofing activities,,0
all about the bees limited,47890 - retail sale via stalls and markets of other goods,,all about the beats ltd,"47990 - other retail sale not in stores, stalls or markets",,0
all about the girl ltd,96020 - hairdressing and other beauty treatment,,all about the face essex ltd,96020 - hairdressing and other beauty treatment,,0
all about the hair ltd,96020 - hairdressing and other beauty treatment,,all about the girl ltd,96020 - hairdressing and other beauty treatment,,0
all about weddings group ltd,82301 - activities of exhibition and fair organisers,,all about venues ltd,82302 - activities of conference organisers,,0
h a b leadworks limited,43999 - other specialised construction activities not elsewhere classified,,h a amos limited,82990 - other business support service activities not elsewhere classified,,0
h adamali limited,86220 - specialists medical practice activities,,h achouch limited,86230 - dental practice activities,,0
v and a consulting services ltd,70229 - management consultancy activities other than financial management,,v and a artist management ltd,70229 - management consultancy activities other than financial management,,0
h a 475 limited,"47990 - other retail sale not in stores, stalls or markets",,h a & t patel limited,47190 - other retail sale in non-specialised stores,,0
t a electronics ltd,43210 - electrical installation,,t a electrical contractors ltd,43210 - electrical installation,,0
t a electrical solutions limited,43210 - electrical installation,,t a electric company ltd,43210 - electrical installation,,0
v and b property services ltd,68100 - buying and selling of own real estate,,v and a homes limited,68209 - other letting and operating of own or leased real estate,,0
h a may services limited,82990 - other business support service activities not elsewhere classified,,h a maxwell limited,82990 - other business support service activities not elsewhere classified,,0
v & c (sw) properties limited,41202 - construction of domestic buildings,,v & c (sw) commercials limited,41202 - construction of domestic buildings,,0
h & a investments limited,68100 - buying and selling of own real estate,,h & a holdings limited,68209 - other letting and operating of own or leased real estate,,0
t a jones contracting ltd,43120 - site preparation,,t a joinery & construction ltd,43320 - joinery installation,,0
v & j holdings limited,68100 - buying and selling of own real estate,,v & j developments ltd.,68100 - buying and selling of own real estate,,0
h & a properties management ltd,68209 - other letting and operating of own or leased real estate,,h & a properties (malvern) limited,68201 - renting and operating of housing association real estate,,0
h & a properties teesside limited,68100 - buying and selling of own real estate,,h & a properties management ltd,68209 - other letting and operating of own or leased real estate,,0
h & a property investment ltd,68100 - buying and selling of own real estate,,h & a properties teesside limited,68100 - buying and selling of own real estate,,0
h & a property services ltd,68100 - buying and selling of own real estate,,h & a property investment ltd,68100 - buying and selling of own real estate,,0
h & a property ventures limited,68209 - other letting and operating of own or leased real estate,,h & a property management limited,68320 - management of real estate on a fee or contract basis,,0
v and m patel limited,68100 - buying and selling of own real estate,,v and l estates limited,68100 - buying and selling of own real estate,,0
v & m (tolworth) ltd,47190 - other retail sale in non-specialised stores,,v & m (staines) ltd,47190 - other retail sale in non-specialised stores,,0
v & m (victoria) ltd,47190 - other retail sale in non-specialised stores,,v & m (teddington) ltd,47190 - other retail sale in non-specialised stores,,0
t. & a. resin ltd.,43290 - other construction installation,,t. & a. installations ltd.,43290 - other construction installation,,0
t & a property developer ltd,68100 - buying and selling of own real estate,,t & a properties limited,68209 - other letting and operating of own or leased real estate,,0
t & a properties london ltd,68209 - other letting and operating of own or leased real estate,,t & a properties (brighton) ltd,68209 - other letting and operating of own or leased real estate,,0
t & a traders limited,47910 - retail sale via mail order houses or via internet,,t & a trade limited,47910 - retail sale via mail order houses or via internet,,0
t & b building services ltd,43390 - other building completion and finishing,,t & b builders limited,43390 - other building completion and finishing,,0
t & a pipework limited,"43220 - plumbing, heat and air-conditioning installation",,t & a muir limited,"43220 - plumbing, heat and air-conditioning installation",,0
t and a fletcher ltd,"43220 - plumbing, heat and air-conditioning installation",,t and a ductwork ltd,43290 - other construction installation,,0
finance support services ltd,63990 - other information service activities not elsewhere classified,,finance studio uk ltd,82990 - other business support service activities not elsewhere classified,,0
finance systems specialists limited,62020 - information technology consultancy activities,,finance systems limited,62090 - other information technology service activities,,0
finance systems integration ltd.,62090 - other information technology service activities,,finance systems delivery solutions ltd,62020 - information technology consultancy activities,,0
beauty addiction ltd,96020 - hairdressing and other beauty treatment,,beauty accessories ltd,96020 - hairdressing and other beauty treatment,,0
beauty addiction nails ltd,96020 - hairdressing and other beauty treatment,,beauty ace limited,96020 - hairdressing and other beauty treatment,,0
beauty advance skin & laser clinic limited,96020 - hairdressing and other beauty treatment,,beauty addiction nails ltd,96020 - hairdressing and other beauty treatment,,0
beauty aesthetic lounge limited,96020 - hairdressing and other beauty treatment,,beauty aesthetic clinic limited,96020 - hairdressing and other beauty treatment,,0
beauty aesthetic treatments ltd,96020 - hairdressing and other beauty treatment,,beauty aesthetic lounge limited,96020 - hairdressing and other beauty treatment,,0
beauty affair ltd,96020 - hairdressing and other beauty treatment,,beauty aesthetics salon ltd,96020 - hairdressing and other beauty treatment,,0
beauty & aesthetics by sonia dale ltd,96020 - hairdressing and other beauty treatment,,beauty & aesthetics by bonnie ltd,96020 - hairdressing and other beauty treatment,,0
beauty and body contouring ltd,96020 - hairdressing and other beauty treatment,,beauty and blush ltd,96020 - hairdressing and other beauty treatment,,0
beauty & buzz saloon ltd,96020 - hairdressing and other beauty treatment,,beauty & botox ltd,96020 - hairdressing and other beauty treatment,,0
beauty and bubbles ltd,96020 - hairdressing and other beauty treatment,,beauty and brows limited,96020 - hairdressing and other beauty treatment,,0
beauty and care essentials ltd,96020 - hairdressing and other beauty treatment,,beauty and bubbles london ltd,96020 - hairdressing and other beauty treatment,,0
beauty and cosmetics limited,96020 - hairdressing and other beauty treatment,,beauty and care essentials ltd,96020 - hairdressing and other beauty treatment,,0
beauty & detox spa limited,96020 - hairdressing and other beauty treatment,,beauty & co warrenpoint limited,96020 - hairdressing and other beauty treatment,,0
beauty & glamour ltd,47910 - retail sale via mail order houses or via internet,,beauty & enterprise ltd,47190 - other retail sale in non-specialised stores,,0
